Job Plan ID,Job Plan Name
29611550,TRN_LF_PAYDOWNS
29611551,TRN_LF_PAYDOWNS
29829502,REF_SMF_LFCONTRACTS
30555078,DM_EXT_ABOR_DH_PR
30555082,DM_EXT_ABOR_DH_PR
30555134,LDOM_DM_EXT_ABOR_DH_PR
31795797,PERF_WEEKLY_1
31801101,SCD_PERF_WEEKLY_1
31910614,DM_EXT_ABOR_DH_CHK
31910895,DM_EXT_ABOR_DH_CHK
31910899,DM_EXT_ABOR_DH_CHK
32123405,PERF_DAILY_2
32123406,PERF_DAILY_3
32339843,SO_CBU_CLEANUP
32339844,SO_CBU_CLEANUP
32339845,SO_CBU_CLEANUP
32366143,DM_EXT_TRN_IO_LF
32366144,DM_EXT_TRN_IO_LF
32366145,DM_EXT_TRN_IO_LF
32766051,DM_EXT_POS_IO_PD_LF
32766052,DM_EXT_POS_IO_PD_LF
32766053,DM_EXT_POS_IO_PD_LF
15105121,FX_HEDGE_EXTRACT_IRR
15105122,FX_HEDGE_EXTRACT_PUBLIC_MARKET
15105123,FX_HEDGE_EXTRACT_CASH_OPS
15105124,Delete_And_Rename
15105125,ADHOC_PERF_DAILY_FUN
15105126,ADHOC_PERF_DAILY_CLI
15105127,ADHOC_PERF_DAILY_IDX
15105128,ADHOC_PERF_DEX_UPD
15105129,ADHOC_PERF_LBF
15105130,ADHOC_PERF_ME_CLIENT
15105131,ADHOC_PERF_ME_FUND
15292243,Exit_Log_Message
15366671,Send_Email
15622462,CHECK_SFTP_IN_CASH
15622519,CHECK_SFTP_IN_MARKET
15622534,CHECK_SFTP_IN_REF_DATA
15622554,CHECK_SFTP_IN_SMF
15622561,CHECK_SFTP_IN_SUPERD
15622600,CHECK_SFTP_IN_SWIFT_CA
15622612,CHECK_SFTP_IN_SWIFT_RECON
15622632,CHECK_SFTP_IN_TRANSACTIONS
15756628,FX_REAL_G_L_IRR
15798053,FX_REAL_G_L_CASH_OPS
15798128,FX_REAL_G_L_PUBLIC_MARKET
16778128,Parse_VAL_EOD_ADMIN
17575635,SO_GEN_REC_STATS
17578016,SA_DWH_REC_STATS
19961159,Delete_And_Rename
19963087,Delete_And_Rename
19963120,Delete_And_Rename
19963392,Delete_And_Rename
19963393,Delete_And_Rename
19963394,Delete_And_Rename
19963396,Delete_And_Rename
20054663,SO_GEN_REC_STATS_TRIGGERED
25333506,CHECK_FILE_AGE_SFTP_MANUAL_Contract_Quotes
25333507,CHECK_FILE_AGE_MANUAL_Contract_Quotes
17575857,Parse_File_Create_Excel_Report_And_Email
